fullVisitorId,channelGrouping,weekend_prop,hour,sessionId,device.browser,device.deviceCategory,device.isMobile,device.operatingSystem,totals.hits,totals.pageviews,bounce_prop,trafficSource.medium
3131378609982390000,Referral,0,19,1,Chrome,desktop,0,Windows,34,27,0,referral
3131990640734220000,Referral,0,4,1,Chrome,desktop,0,Macintosh,21,19,0,referral
3133496817096950000,Referral,0.25,15,4,Chrome,desktop,0,Chrome OS,4.5,4.5,0.25,referral
3133737594655530000,Direct,0,3.5,2,Chrome,desktop,0,Macintosh,46,36,0,(none)
3133961575709710000,Referral,0,19,8,Chrome,desktop,0,Macintosh,4.5,4,0.125,referral
3134386734293790000,Referral,0,14,3,Chrome,desktop,0,Macintosh,6,6,0,referral
3135132394776960000,Direct,0,16,4,Chrome,desktop,0,Macintosh,17.5,13.5,0,(none)
3136171791619750000,Referral,0,2,1,Chrome,desktop,0,Macintosh,58,48,0,referral
3136743370771670000,Paid Search,0,18,6,Chrome,desktop,0,Chrome OS,5.5,5.5,0.333333333,cpc
3137253471555880000,Referral,0,18,5,Chrome,desktop,0,Macintosh,5,5,0.2,referral
3137796021473000000,Direct,0,17,8,Chrome,desktop,0,Macintosh,4.5,4,0.25,(none)
3138433209653230000,Organic Search,0.666666667,11,24,Safari,mobile,1,iOS,1,1,0.583333333,organic
3138662586063480000,Referral,0,21,1,Chrome,desktop,0,Macintosh,12,10,0,referral
3138792896874170000,Direct,1,20,1,Safari,mobile,1,iOS,11,11,0,(none)
3139278532067740000,Organic Search,0.666666667,22,3,Chrome,desktop,0,Macintosh,14,10,0.333333333,organic
3139557393320170000,Referral,0,18,2,Chrome,desktop,0,Macintosh,15,12.5,0,referral
3140609844524290000,Referral,0,16,2,Chrome,desktop,0,Macintosh,23.5,18,0,referral
3140693833607530000,Organic Search,0,18,5,Chrome,desktop,0,Macintosh,5,5,0,organic
3143111598793300000,Organic Search,0,14,1,Chrome,desktop,0,Windows,52,39,0,organic
3147835366173130000,Organic Search,0,18,1,Chrome,desktop,0,Macintosh,34,24,0,organic
3149877855054460000,Referral,0.166666667,4,6,Chrome,desktop,0,Macintosh,11.5,8,0,referral
3151287811920280000,Referral,0,18,1,Chrome,desktop,0,Macintosh,29,24,0,referral
3152246617474450000,Referral,0,15.5,2,Chrome,desktop,0,Windows,35.5,25.5,0,referral
3152883096390020000,Referral,0,21,1,Chrome,desktop,0,Chrome OS,18,14,0,referral
3153078026846540000,Direct,0,10,2,Chrome,desktop,0,Macintosh,10,9,0.5,(none)
3153380067864910000,Referral,0,17.5,6,Chrome,desktop,0,Macintosh,4.5,2.5,0.166666667,referral
3153643314309930000,Direct,0,21.5,2,Chrome,desktop,0,Macintosh,8.5,8,0.5,(none)
3155077520115590000,Organic Search,0,8.5,2,Chrome,desktop,0,Macintosh,16.5,15.5,0,organic
3155899346527930000,Referral,0,15,5,Chrome,desktop,0,Macintosh,16,14,0,referral
3156235512146740000,Referral,0.5,7.5,2,Chrome,desktop,0,Windows,23,19.5,0,referral
3156558389889250000,Referral,0,0,1,Chrome,desktop,0,Macintosh,71,48,0,referral
3157702093889540000,Organic Search,0,17,1,Chrome,desktop,0,Windows,22,18,0,organic
3158193721801230000,Referral,0,10.5,6,Chrome,desktop,0,Macintosh,10,9,0.166666667,referral
3158455409969330000,Referral,0,16,11,Chrome,desktop,0,Macintosh,5,5,0.181818182,referral
3158480820561580000,Referral,0,15,1,Chrome,desktop,0,Macintosh,24,20,0,referral
3158685951899840000,Referral,1,1,1,Chrome,desktop,0,Linux,27,24,0,referral
3159050604918460000,Organic Search,0,23,1,Firefox,desktop,0,Windows,26,22,0,organic
3159313764830840000,Referral,0,17,5,Chrome,desktop,0,Macintosh,4,4,0.2,referral
3161406189281330000,Direct,0.5,10,2,Chrome,desktop,0,Macintosh,14.5,11.5,0.5,(none)
3164508454485950000,Referral,0,17,1,Chrome,desktop,0,Macintosh,57,44,0,referral
3170270941303010000,Referral,0,17,7,Chrome,desktop,0,Macintosh,3,3,0,referral
3170422263023410000,Referral,0,19,3,Chrome,desktop,0,Macintosh,3,2,0.333333333,referral
3171569265705800000,Organic Search,0,9,2,Chrome,desktop,0,Chrome OS,16,13.5,0,organic
3174192822404480000,Organic Search,0,17.5,2,Firefox,desktop,0,Windows,18.5,16.5,0,organic
3177345827435650000,Organic Search,0.5,17.5,4,Chrome,desktop,0,Linux,4,4,0.25,organic
3177465633793530000,Organic Search,0,14,1,Safari,tablet,1,iOS,36,27,0,organic
3179620398844630000,Organic Search,0,23,1,Edge,desktop,0,Windows,18,18,0,organic
3179753420864580000,Referral,0,18.5,6,Safari,mobile,1,iOS,4.5,4.5,0.166666667,referral
3179916194458130000,Direct,0.166666667,14.5,6,Chrome,desktop,0,Macintosh,5.5,4,0.333333333,(none)
3180997796111830000,Direct,0,18,1,Chrome,desktop,0,Macintosh,56,45,0,(none)
3182046558551540000,Direct,0.111111111,16,9,Chrome,desktop,0,Chrome OS,6,6,0,(none)
3182137775133530000,Direct,0,18.5,2,Chrome,desktop,0,Linux,11,10.5,0,(none)
3182530876752580000,Direct,0,15,1,Chrome,desktop,0,Macintosh,11,11,0,(none)
3183087313226730000,Organic Search,0,16,1,Safari,desktop,0,Macintosh,85,62,0,organic
3183822495344470000,Referral,0.5,10.5,2,Chrome,desktop,0,Macintosh,31,14.5,0,referral
3186875369084980000,Referral,0,2,3,Chrome,desktop,0,Macintosh,16,13,0,referral
3187154400551130000,Referral,0,14.5,10,Chrome,desktop,0,Linux,1,1,0.7,referral
3187576245078790000,Organic Search,0,14,5,Chrome,desktop,0,Macintosh,11,11,0,organic
3188303245564110000,Referral,0,19,1,Chrome,desktop,0,Chrome OS,58,48,0,referral
3188368730358310000,Referral,0,21,3,Chrome,desktop,0,Macintosh,15,11,0,referral
3188526074838910000,Referral,0,17,1,Chrome,desktop,0,Macintosh,8,8,0,referral
3189343375435210000,Direct,0,17,1,Chrome,desktop,0,Chrome OS,16,15,0,(none)
3189618204089250000,Referral,0,15,3,Chrome,desktop,0,Macintosh,10,7,0,referral
3189657412693010000,Organic Search,1,14,1,Chrome,desktop,0,Windows,49,39,0,organic
3190679366721790000,Referral,0,16.5,2,Chrome,desktop,0,Macintosh,22,20,0,referral
3191023303780410000,Paid Search,0,13,7,Chrome,mobile,1,Android,17,12,0,cpc
3193356620853190000,Direct,1,20,1,Chrome,tablet,1,Android,37,34,0,(none)
3196293108485280000,Direct,0.25,17.5,4,Chrome,desktop,0,Macintosh,6,4.5,0,(none)
3197533100947860000,Organic Search,0.103448276,14,29,Chrome,desktop,0,Macintosh,7,7,0.206896552,organic
3199504068027820000,Organic Search,1,20,3,Safari,mobile,1,iOS,22,19,0.333333333,organic
3205397931212920000,Referral,0,17,1,Chrome,desktop,0,Macintosh,24,21,0,referral
3205462167547870000,Referral,0.5,19.5,2,Chrome,desktop,0,Macintosh,8.5,6.5,0,referral
3205470611252050000,Organic Search,0,22.5,2,Chrome,desktop,0,Windows,45,30.5,0,organic
3206053801824510000,Organic Search,0,15,1,Chrome,desktop,0,Macintosh,34,27,0,organic
3207713058277290000,Direct,0,4,3,Chrome,mobile,0.666666667,Android,51,42,0,(none)
3208324314042460000,Referral,0.4,19,5,Chrome,desktop,0,Macintosh,5,5,0,referral
3209681780730960000,Organic Search,0.5,5,3,Chrome,mobile,1,Android,16.5,12.5,0,organic
3210357805056490000,Referral,0,20,3,Chrome,desktop,0,Macintosh,3,3,0,referral
3210463637705710000,Organic Search,0,4,1,Chrome,desktop,0,Macintosh,77,58,0,organic
3210940614315590000,Referral,0,18,2,Chrome,desktop,0,Macintosh,18,15,0,referral
3213274881393830000,Direct,0,14,2,Chrome,desktop,0,Windows,12,11.5,0.5,(none)
3213792540886950000,Direct,0,3,1,Safari,desktop,0,Macintosh,15,14,0,(none)
3213840074316400000,Referral,0,16,2,Chrome,desktop,0,Macintosh,16.5,12.5,0.5,referral
3214352819893730000,Organic Search,0,17,1,Chrome,desktop,0,Windows,28,24,0,organic
3214855097545290000,Direct,0,19,1,Chrome,desktop,0,Macintosh,22,21,0,(none)
3215564925046350000,Referral,0,18,5,Chrome,desktop,0,Chrome OS,14,14,0,referral
3215729429198560000,Referral,0,15.5,8,Chrome,desktop,0,Macintosh,8,6.5,0,referral
3215774541013270000,Organic Search,0.2,19,5,Safari,mobile,1,iOS,6,6,0.4,organic
3219030339075410000,Organic Search,1,11,2,Chrome,desktop,0,Windows,10.5,10.5,0,organic
3219091521774680000,Referral,0,12,1,Chrome,desktop,0,Macintosh,59,39,0,referral
3219847669927370000,Organic Search,0,13.5,2,Chrome,desktop,0,Windows,27,24,0,organic
3220580369738160000,Referral,0,17,1,Chrome,desktop,0,Macintosh,48,43,0,referral
3221924345288040000,Referral,0,19.5,4,Chrome,desktop,0,Linux,10.5,6,0.25,referral
3222397438054410000,Organic Search,0.5,12.5,2,Chrome,mobile,1,Android,16,13,0,organic
3222681460709000000,Organic Search,0,10.5,2,Chrome,desktop,0,Macintosh,17,15,0,organic
3224127593419920000,Paid Search,0,2,2,Chrome,desktop,0,Macintosh,23.5,19.5,0,cpc
3224500939951570000,Direct,0,10.5,2,Safari (in-app),mobile,1,iOS,6.5,6.5,0,(none)
3228241194785090000,Referral,0,18,3,Chrome,desktop,0,Chrome OS,8,5,0,referral
3229423601682160000,Organic Search,0,23,1,Chrome,desktop,0,Macintosh,17,15,0,organic
3229944860313760000,Organic Search,0.333333333,14,3,Firefox,desktop,0,Macintosh,74,58,0,organic
3230704866307300000,Direct,0,18.5,4,Chrome,desktop,0,Macintosh,3.5,3.5,0,(none)
3231791820573490000,Display,0,3,2,Chrome,desktop,0,Windows,27.5,20,0,cpm
3232549907391860000,Display,0,19.5,2,Chrome,desktop,0,Linux,13,10.5,0,cpm
3232963301544560000,Referral,0,1,1,Chrome,desktop,0,Macintosh,12,10,0,referral
3233846931580110000,Organic Search,0,14,3,Safari,desktop,0,Macintosh,17,11,0,organic
3234804517559840000,Direct,0,21,1,Chrome,desktop,0,Chrome OS,13,12,0,(none)
3235007945976260000,Organic Search,1,8,3,Chrome,desktop,0,Windows,17,13,0.25,organic
3237848165870940000,Direct,0,12,1,Chrome,desktop,0,Windows,65,46,0,(none)
3238100225878290000,Referral,0,15,1,Chrome,desktop,0,Macintosh,32,27,0,referral
3239121026206300000,Referral,0,23,3,Chrome,desktop,0,Macintosh,30,20,0.333333333,referral
3243512505311500000,Paid Search,0,8,4,Safari,tablet,1,iOS,10,9,0.4,cpc
3244885836845020000,Referral,0,16,5,Chrome,desktop,0,Macintosh,17,14,0,referral
3244918821752950000,Referral,0,14,3,Chrome,desktop,0,Macintosh,11,11,0,referral
3245361038398100000,Organic Search,0.2,9,5,Chrome,mobile,1,Android,9,7,0,organic
3246079438339700000,Referral,0,15.5,6,Chrome,desktop,0,Linux,10.5,6,0,referral
3247160344848430000,Organic Search,0,10.5,4,Safari,tablet,1,iOS,22,16.5,0.5,organic
3247985918659920000,Referral,0.5,12.5,2,Chrome,desktop,0,Macintosh,29,20.5,0,referral
3248299848475120000,Organic Search,0,17,1,Chrome,desktop,0,Windows,30,28,0,organic
3248695569789500000,Direct,0.333333333,2,3,Safari,desktop,0,Macintosh,10,10,0,(none)
3252602877117370000,Referral,0,21,2,Chrome,desktop,0,Windows,19,14.5,0,referral
3252876737088010000,Organic Search,0.2,0,5,Chrome,desktop,0,Macintosh,3,3,0.4,organic
3257459878780600000,Organic Search,0,18,3,Safari,tablet,1,iOS,32,21,0.333333333,organic
3259618435947700000,Direct,0,19.5,2,Chrome,desktop,0,Windows,12,11.5,0,(none)
3260223890399720000,Organic Search,0,19,2,Chrome,desktop,0,Windows,19,16,0,organic
3261813932976950000,Organic Search,0,8,2,Safari,tablet,1,iOS,25,19.5,0,cpc
3263865751595890000,Direct,0,17.5,2,Chrome,desktop,0,Windows,15,14,0.5,(none)
3264354418157730000,Social,0,18,11,Chrome,desktop,0,Macintosh,5,5,0.090909091,referral
3266555914884210000,Direct,1,10,1,Firefox,desktop,0,Windows,30,25,0,(none)
3266776888486860000,Organic Search,0.142857143,5,7,Safari,desktop,0,Macintosh,22,13,0,organic
3269834865385140000,Direct,0.141935484,13,155,Chrome,desktop,0,Chrome OS,1,1,0.793548387,(none)
3271544587307270000,Referral,0,16.5,4,Chrome,desktop,0,Macintosh,19.5,9,0,referral
3271602591909420000,Referral,0,18,10,Chrome,desktop,0,Macintosh,3,3,0.1,referral
3272999989978810000,Organic Search,0,19,2,Chrome,desktop,0,Windows,43.5,32,0,organic
3273194067845010000,Direct,1,19.5,2,Chrome,mobile,1,Android,31.5,25,0,(none)
3273268557987890000,Referral,0,16.5,10,Chrome,desktop,0,Macintosh,5,5,0.3,referral
3274741740426440000,Referral,0,19,1,Chrome,desktop,0,Macintosh,14,14,0,referral
3276164298112460000,Organic Search,0,22,1,Chrome,desktop,0,Windows,25,18,0,organic
3276827132145520000,Referral,0,11,6,Chrome,desktop,0,Macintosh,6.5,5,0,referral
3279130308050370000,Referral,0,22.5,2,Chrome,desktop,0,Macintosh,35,27,0,referral
3280132197483940000,Organic Search,0.25,17,4,Chrome,desktop,0,Macintosh,7.5,6.5,0,organic
3282526834147510000,Referral,0,8.5,4,Chrome,desktop,0,Macintosh,20.5,15.5,0,referral
3283030329692490000,Direct,1,21,1,Chrome,mobile,1,Android,34,27,0,(none)
3287424336851490000,Organic Search,0,17,28,Chrome,desktop,0,Chrome OS,5.5,4.5,0.107142857,organic
3290482216407450000,Direct,0,4,3,Chrome,desktop,0,Macintosh,106,71,0,(none)
3290765995277470000,Direct,0.5,17,2,Chrome,mobile,1,Android,17,13.5,0.5,(none)
3293157709434910000,Paid Search,1,22,1,Chrome,desktop,0,Chrome OS,56,42,0,cpc
3295470093238310000,Organic Search,0,13,6,Safari,mobile,1,iOS,3.5,3.5,0.5,organic
3296449130516590000,Direct,0,18,5,Chrome,desktop,0,Windows,5,5,0.4,(none)
3296487568107560000,Direct,0,2.5,2,Safari,mobile,1,iOS,15,13,0,(none)
3296760629290610000,Referral,0,13.5,2,Chrome,desktop,0,Macintosh,26.5,18.5,0,referral
3296839339658160000,Direct,0,11.5,4,Chrome,desktop,0,Chrome OS,9,9,0.5,(none)
3297507461939380000,Organic Search,0,15,2,Chrome,desktop,0,Linux,30.5,20,0,organic
3299870838132570000,Organic Search,0.2,18,5,Chrome,mobile,1,Android,5,4,0.2,organic
3300270774997100000,Organic Search,1,21,2,Chrome,desktop,0,Macintosh,23.5,19,0,organic
3301001176863950000,Organic Search,0,6,1,Chrome,desktop,0,Windows,28,24,0,organic
3302250057608060000,Organic Search,0,1,1,Chrome,desktop,0,Macintosh,57,39,0,organic
3302292601270370000,Direct,0,3,1,Chrome,desktop,0,Macintosh,16,14,0,(none)
3303034042373270000,Referral,0,17.5,4,Chrome,desktop,0,Macintosh,17.5,12,0.5,referral
3303063218833420000,Organic Search,0.25,7.5,4,Safari,mobile,1,iOS,8.5,7.5,0,cpc
3305197397327370000,Direct,1,15,1,Chrome,desktop,0,Chrome OS,24,19,0,(none)
3305485862461520000,Direct,0.071428571,21,14,Safari,desktop,0,Macintosh,14.5,11.5,0.142857143,(none)
3307040795595550000,Organic Search,0,8,1,Chrome,desktop,0,Macintosh,36,30,0,organic
3307727541454530000,Referral,0,17,2,Chrome,desktop,0,Chrome OS,23.5,17,0,referral
3308039382193080000,Social,0,17,5,Chrome,desktop,0,Macintosh,1,1,0.8,referral
3308569141773280000,Referral,0,22,1,Chrome,desktop,0,Macintosh,37,26,0,referral
3308953517897540000,Referral,0,19,3,Chrome,desktop,0,Chrome OS,2,2,0.333333333,referral
3310309019453930000,Referral,0,8.5,2,Chrome,desktop,0,Chrome OS,15.5,12.5,0,referral
3312961883012110000,Direct,0,20,3,Chrome,desktop,0,Windows,13,11,0,referral
3315850109243120000,Referral,0,18,3,Chrome,desktop,0,Chrome OS,6,6,0.333333333,referral
3317903560139790000,Referral,0,8,2,Chrome,desktop,0,Macintosh,55,39,0,referral
3320129517544300000,Referral,0,20,3,Chrome,desktop,0,Linux,52,40,0,referral
3320285544783090000,Referral,0,2,2,Chrome,desktop,0,Macintosh,28.5,26,0,referral
3321426483601290000,Referral,0.375,14.5,8,Chrome,desktop,0,Macintosh,25,16.5,0.125,referral
3322420343273400000,Referral,0,18,7,Chrome,desktop,0,Macintosh,4,4,0.142857143,referral
3322842320727850000,Organic Search,0.285714286,18,7,Chrome,mobile,1,iOS,4,4,0.285714286,organic
3325370036069150000,Referral,0.111111111,18,9,Chrome,desktop,0,Macintosh,12,10,0,referral
3329655754373950000,Organic Search,0,14,1,Chrome,desktop,0,Macintosh,39,25,0,organic
3329734681034110000,Organic Search,0,17,1,Edge,desktop,0,Windows,104,72,0,organic
3329885141648800000,Direct,0,16,7,Chrome,desktop,0,Windows,64,49,0,(none)
3331520402601080000,Referral,0,18.5,2,Chrome,desktop,0,Windows,19.5,15.5,0,referral
3332096924398880000,Organic Search,0.4,20,5,Safari,tablet,1,iOS,16,16,0.2,organic
3339969886638030000,Display,0,15,3,Chrome,desktop,0,Macintosh,47,36,0,cpm
3343911594542330000,Referral,0.5,7.5,2,Chrome,desktop,0,Windows,29.5,23.5,0,referral
3344805889934240000,Organic Search,0,11,2,Chrome,desktop,0,Macintosh,15.5,13.5,0,organic
3345163376310980000,Direct,0.153846154,15,13,Chrome,desktop,0,Macintosh,13,11,0.153846154,(none)
3346100016851960000,Referral,0,18,1,Chrome,desktop,0,Macintosh,51,43,0,referral
3346631104336400000,Organic Search,0,15,3,Chrome,mobile,1,Android,11,11,0.333333333,organic
3346636018535030000,Direct,0,18,2,Chrome,desktop,0,Macintosh,23,18,0,(none)
3347706947631370000,Referral,0,16,2,Chrome,desktop,0,Macintosh,17.5,14,0,referral
3348449424172640000,Referral,0.285714286,7.5,14,Chrome,desktop,0,Macintosh,10.5,9.5,0,referral
3349184055011430000,Organic Search,0.166666667,18.5,6,Chrome,desktop,0,Macintosh,8,6,0.166666667,organic
3351204506101420000,Referral,0.25,20,4,Chrome,desktop,0,Macintosh,13.5,10.5,0.25,referral
3351538799616860000,Referral,0,19,4,Chrome,desktop,0,Linux,14,14,0,referral
3355762679172760000,Organic Search,0,12.5,2,Chrome,desktop,0,Windows,15.5,14,0,organic
3358419113788140000,Direct,0,15,1,Chrome,desktop,0,Macintosh,32,25,0,(none)
3358833815079050000,Organic Search,1,13,2,Chrome,mobile,1,iOS,40.5,27,0,organic
3363540196931390000,Direct,0,20,1,Safari,tablet,1,iOS,16,14,0,(none)
3363669103170860000,Referral,0.2,19,5,Chrome,desktop,0,Macintosh,25,17,0,referral
3364502706652460000,Referral,0,20,5,Chrome,desktop,0,Windows,15,12,0,referral
3368850852007040000,Referral,0.166666667,17,6,Chrome,desktop,0,Macintosh,10,8,0.333333333,referral
3369201896722680000,Direct,0,12,2,Chrome,desktop,0,Windows,11.5,10,0,(none)
3370010142093280000,Referral,0,21,3,Chrome,desktop,0,Macintosh,15,8,0,referral
3371636154189540000,Organic Search,0.666666667,4,3,Chrome,desktop,0,Macintosh,14,9,0,organic
3374717573841640000,Paid Search,0.142857143,6,7,Chrome,desktop,0,Chrome OS,3,3,0.142857143,cpc
3378090868516340000,Referral,0,19.5,2,Chrome,desktop,0,Macintosh,7,6,0.5,referral
3379024149365490000,Referral,0,15,1,Chrome,desktop,0,Linux,49,33,0,referral
3381137962857750000,Referral,0,12,2,Chrome,desktop,0,Macintosh,24,20.5,0,referral
3386971566313720000,Referral,0,22,2,Chrome,desktop,0,Macintosh,14,14,0,referral
3386971884403470000,Organic Search,0,5,11,Chrome,mobile,1,Android,10,10,0.272727273,organic
3387281260224140000,Organic Search,0,19,6,Chrome,mobile,1,Android,14.5,13.5,0.166666667,organic
3388045706371860000,Organic Search,0,7,4,Chrome,desktop,0,Macintosh,8,7,0,organic
3388245352087750000,Organic Search,0,5,5,Chrome,desktop,0,Macintosh,7,7,0.2,organic
3389857819205170000,Direct,0,16,3,Chrome,desktop,0,Macintosh,26,21,0,(none)
3391371207605830000,Direct,1,3,1,Chrome,desktop,0,Windows,34,27,0,(none)
3394557957149160000,Organic Search,0,21,2,Chrome,desktop,0,Windows,64.5,49.5,0,cpc
3395251230971760000,Referral,0,6,1,Chrome,desktop,0,Macintosh,27,25,0,referral
3397475696574280000,Organic Search,0,6,1,Chrome,desktop,0,Macintosh,55,42,0,organic
3397610502524810000,Organic Search,0,13.5,2,Chrome,desktop,0,Macintosh,26,19,0,organic
3399131852074070000,Organic Search,0,21,3,Chrome,tablet,1,iOS,9,6,0,organic
3400412339480330000,Referral,0.333333333,5,3,Chrome,desktop,0,Macintosh,8,7,0.333333333,referral
3402015087347470000,Referral,0,22,1,Chrome,desktop,0,Linux,11,11,0,referral
3404435547562820000,Social,0.046153846,20,65,Chrome,desktop,0,Chrome OS,1,1,0.923076923,referral
3404526408923390000,Referral,0,14.5,6,Chrome,desktop,0,Macintosh,9.5,7.5,0.166666667,referral
3405098531081950000,Direct,1,22,1,Chrome,desktop,0,Macintosh,13,12,0,(none)
3407395331246980000,Organic Search,0,15,3,Chrome,desktop,0,Macintosh,2,2,0,organic
3408469727987150000,Referral,0.142857143,17,7,Chrome,desktop,0,Macintosh,4,3,0,referral
3409777638949710000,Referral,0,18,6,Chrome,desktop,0,Macintosh,7.5,7,0,referral
3410954577195050000,Referral,1,20,1,Chrome,desktop,0,Macintosh,59,50,0,referral
3411159917841030000,Organic Search,0,21,1,Safari,desktop,0,Macintosh,16,15,0,organic
3412601168298150000,Paid Search,0,0,1,Chrome,desktop,0,Windows,22,16,0,cpc
3424108581759370000,Direct,0,16,1,Chrome,desktop,0,Macintosh,13,11,0,(none)
3424367831137940000,Direct,0,12,2,Safari,desktop,0,Macintosh,22.5,16.5,0,(none)
3424918216070850000,Referral,0,14,5,Chrome,desktop,0,Macintosh,26,22,0,referral
3427093772559560000,Organic Search,0,22,1,Chrome,desktop,0,Macintosh,28,24,0,organic
3427485014990850000,Organic Search,0.333333333,8,3,Chrome,desktop,0,Windows,15,12,0,organic
3429044344493980000,Organic Search,0,11,2,Chrome,desktop,0,Macintosh,12.5,10,0,organic
3430259988193280000,Organic Search,1,19,2,Chrome,desktop,0,Macintosh,6.5,5.5,0.5,cpc
3430477104062530000,Direct,0.25,14.5,4,Chrome,desktop,0,Windows,28,19,0,(none)
3431303311329570000,Referral,0,19,1,Chrome,desktop,0,Macintosh,21,19,0,referral
3431617398530840000,Referral,0.25,11.5,4,Chrome,desktop,0,Macintosh,17.5,14.5,0,referral
3434700380216100000,Referral,0,14,2,Chrome,desktop,0,Macintosh,58,40.5,0,referral
3435570511670920000,Referral,0,19,5,Chrome,desktop,0,Macintosh,12,11,0.2,referral
3435879975978450000,Organic Search,0,23,3,Chrome,desktop,0,Windows,4,4,0.333333333,organic
3438386296748680000,Referral,0.142857143,15,7,Chrome,desktop,0,Macintosh,9,9,0,referral
3439925516647050000,Referral,0.142857143,16,7,Chrome,desktop,0,Macintosh,2,2,0.428571429,referral
3440377768269720000,Direct,0,14,1,Safari,desktop,0,Macintosh,14,14,0,(none)
3440800253483640000,Referral,0.166666667,17.5,12,Chrome,desktop,0,Macintosh,9.5,9,0.166666667,referral
3440941357653470000,Paid Search,0.5,21,2,Chrome,desktop,0,Macintosh,26.5,20.5,0,cpc
3442295857384890000,Paid Search,0.666666667,16,3,Chrome,desktop,0,Macintosh,16,15,0,cpc
3443895597772750000,Referral,0,19.5,2,Chrome,desktop,0,Windows,34.5,27.5,0,referral
3444642706013400000,Direct,0,3,8,Chrome,desktop,0,Macintosh,21.5,18,0.125,(none)
3445194212240380000,Direct,0,20.5,2,Chrome,desktop,0,Windows,14.5,11.5,0,(none)
3445305317008050000,Referral,0,8.5,4,Chrome,desktop,0,Linux,8,6,0,referral
3447003791318310000,Paid Search,0,7,2,Chrome,tablet,1,Android,85.5,61.5,0,cpc
3448395334687440000,Organic Search,0.25,8,4,Firefox,desktop,0,Windows,8,8,0,organic
3448427623331790000,Organic Search,0.857142857,19,7,Chrome,desktop,0,Windows,14,11,0,organic
3449650648542570000,Referral,0,18,1,Chrome,desktop,0,Macintosh,42,35,0,referral
3449924104971280000,Organic Search,0,16,8,Chrome,desktop,0,Windows,11.5,10,0.25,organic
3450551762764650000,Referral,0,3,1,Chrome,desktop,0,Chrome OS,34,28,0,referral
3452334912084450000,Referral,0,18.5,2,Chrome,desktop,0,Macintosh,24,18.5,0,referral
3452520076908360000,Organic Search,0,16,5,Chrome,desktop,0,Windows,2,2,0.2,organic
3453250245781880000,Organic Search,1,19,3,Chrome,desktop,0,Macintosh,24,19,0.333333333,organic
3454415788904140000,Organic Search,0.166666667,5.5,12,Chrome,desktop,0,Windows,8,8,0.083333333,organic
3454904914738060000,Referral,0.166666667,17.5,6,Chrome,desktop,0,Linux,21,18,0.166666667,referral
3456917496701100000,Paid Search,1,3,1,Chrome,desktop,0,Macintosh,14,14,0,cpc
3458355427562310000,Referral,0.666666667,17,3,Chrome,desktop,0,Windows,14,12,0,referral
3459203598537320000,Organic Search,0,0,1,Safari,mobile,1,iOS,67,47,0,organic
3460381469953100000,Direct,0,16,1,Safari,tablet,1,iOS,10,9,0,(none)
3461504855909380000,Organic Search,1,23,2,Firefox,desktop,0,Windows,18.5,14.5,0.5,organic
3462392387008560000,Organic Search,0,18,5,Chrome,desktop,0,Windows,22,17,0,organic
3466966401704350000,Referral,0,19,3,Chrome,desktop,0,Macintosh,3,2,0.333333333,referral
3467259268893630000,Referral,0,14,4,Chrome,desktop,0,Macintosh,14,11,0.25,referral
3468052702997740000,Referral,0,17,5,Chrome,desktop,0,Linux,14,7,0,referral
3468133474156340000,Referral,0.25,3.5,4,Chrome,desktop,0,Chrome OS,10,8,0,referral
3468138784701550000,Organic Search,0,5.5,2,Chrome,desktop,0,Chrome OS,13.5,11.5,0,organic
3468690642506590000,Referral,0,15,7,Chrome,desktop,0,Macintosh,9,9,0.142857143,referral
3471594580435220000,Paid Search,0,17,2,Chrome,desktop,0,Macintosh,11.5,10.5,0,cpc
3473394703672890000,Organic Search,0,16,2,Chrome,desktop,0,Macintosh,12.5,10.5,0,organic
3474262337199380000,Organic Search,0,0,2,Chrome,desktop,0,Chrome OS,15,11.5,0,organic
3474268755825170000,Direct,0,22,2,Chrome,desktop,0,Macintosh,11,9.5,0.5,(none)
3474523697794000000,Referral,0.333333333,18,3,Chrome,desktop,0,Macintosh,29,21,0,referral
3475041930995410000,Display,0,16,11,Chrome,desktop,0,Linux,7,7,0.090909091,cpm
3475663815219720000,Referral,0.1,18.5,10,Chrome,desktop,0,Macintosh,5.5,4,0.1,referral
3478504089708090000,Direct,0,15,3,Chrome,desktop,0,Macintosh,23,16,0.333333333,(none)
3479723724857890000,Organic Search,0,22,1,Safari,desktop,0,Macintosh,48,36,0,organic
3484260723427890000,Organic Search,0,21,2,Chrome,desktop,0,Macintosh,21,16,0,organic
3484534271391030000,Direct,0,19,1,Chrome,desktop,0,Macintosh,16,13,0,(none)
3487053922511230000,Referral,0,8,2,Chrome,desktop,0,Chrome OS,13.5,11.5,0,referral
3487356770056640000,Direct,0,15,2,Chrome,desktop,0,Macintosh,22,18.5,0,(none)
3488479606498860000,Referral,0,21,1,Chrome,desktop,0,Macintosh,28,24,0,referral
3488988288066580000,Direct,0,22,1,Chrome,desktop,0,Macintosh,19,18,0,(none)
3490620713275980000,Referral,0,18.5,2,Chrome,desktop,0,Macintosh,36,27.5,0,referral
3490941383536950000,Direct,0,9,1,Chrome,desktop,0,Macintosh,27,21,0,(none)
3494892884724880000,Organic Search,0,23,4,Chrome,desktop,0,Macintosh,13,12,0.25,organic
3498968994216330000,Referral,0.2,16,5,Chrome,desktop,0,Macintosh,6,6,0.2,referral
